stop_id,route_ids
102060,49
122010,83
903000,5
102062,32;49;55
902816,5
212235,195
124074,95
176068,89
124070,95
211582,15
904618,13
145058,162
121144,71
158310,78
158312,78
904282,13
212230,56
211580,117
904614,53
904616,13
904617,53
100063,13
100061,13
901625,26
100067,13
100065,13
901621,6
900760,56
900761,56
100069,13
900763,56
900764,71
121024,83
901628,60
902948,140
904298,110
904299,102
121022,83
904296,110
904297,110
212149,196
904291,6
904292,6
106212,107
904470,107
106218,107
125072,55
903447,68
905474,126
904276,15
904277,123
904274,16
904272,16
904273,16
904271,102;16
905675,123
905677,120
905676,120
905670,125
904466,120
130169,114
210079,82
902179,36;6
153018,34
900113,42
210070,119
130160,114
210072,119
210074,119
901560,6
130166,114
159010,178
159012,178
210653,42
159014,178
159016,178
159018,178
903706,117
903705,117
903703,19
903700,19
902728,150
902726,150
902727,150
902725,140;141;143;185;85;87
125100,42
902720,85
902721,85
153096,114
153094,114
125002,55
210384,74
905010,2
106324,9
905012,12
212453,800
153098,15
122250,71
900388,60
210066,119
904879,13
900384,12
211456,26
147006,79
105383,24
900381,1
900141,71
900142,71
210064,119
902616,75
902617,75
211221,82;84
902615,125
113072,71
901492,6
146090,84
901494,6
901497,6
901496,6
906110,132
906113,126
122042,162;83
906114,132
122046,83
134003,115
146084,84
210816,73
146082,84
134004,86
105430,21
902128,1
210144,25
905707,47
212834,55
902120,1
902433,120
106170,21
905708,25
902434,120
902435,120
905495,56
904301,102
905491,56
211652,25
905493,56
901144,153;60
106032,24
904367,2
212422,191
211658,111
211690,42
105230,21
210709,155
128194,32
901389,3
102236,16;42;55
210826,141;143
102011,186;74
102012,186;74
138008,155;42
210920,117
133115,115
176096,89
145300,162
903879,53
902541,58
158372,194;78
212545,193
138004,55
902548,110
902549,110
210828,141;143
211036,1
138002,55
211038,143
122312,81
906283,85
906282,87
137018,42
133064,115
901039,16
105018,74
906288,87
137010,155
117120,4;9
137012,155
901030,116
176092,89
903678,50
136046,79
184034,189;89
184036,189;89
158252,194;95
903099,85
117127,4;9
905806,47
905805,47
905615,53
901557,1
900960,56
900952,4;9
212139,191
212138,191;196
144950,165;183;66;83
122028,83
107140,107
145024,183;66;83
107142,107;24
212137,191
107144,107;24
107146,107;24
146096,84
900789,73
211727,125
905363,25
211723,114
211721,4
211720,86
901965,19
901967,19
901966,30
132080,86
901778,30
210502,42
147028,172
144002,66;83
212397,191
104012,107
212395,191
212394,191
212393,191
212392,191
212391,15;195
166044,172
184102,181
903770,50
184106,189
903145,87
212626,193
212625,800
159004,178
903140,148
212621,74
129016,34
900786,16
903149,87
122318,68
212628,162
104014,21
115144,155
903967,56
171002,74
129012,34
212404,191
905026,13;53
900816,8
905833,8
900814,170
900815,170
900812,170
900813,170
211974,143
900811,170;73
902326,8
165046,180
901811,27
901810,27
901813,123;36
190034,180
123136,81
123134,81
123130,81
902174,6
129246,74
125130,42
212711,194
212716,194
212715,194
212714,194
183014,181
183012,189
210194,84
904519,26;50;58
901079,56
158010,93
136036,79
904510,102
904514,109
903552,56
903553,56
900609,30
113094,67
114166,68
900601,39
100004,68
900604,39
904257,36
901708,33
903391,111;115;116;119
211300,24
901701,47
901702,5
901704,5
148006,79
125126,42
184062,89
158418,172
107076,86
212002,26
905419,47
159302,78
904258,24
905418,47
145066,162
145060,162
145062,162
120036,165
124064,95
905148,34
145068,162
210898,66
904609,125
124062,95
192002,189
900776,66
900775,66
900774,66
900773,3
900772,3
900771,3
905146,16
117016,4
192008,189
158308,78
117012,4
191030,180
900779,170
900778,170
211176,34
191004,181;89
901632,1
212818,194
140124,49
901639,125
901638,75
140120,49
158416,172
904289,6
904288,12
905413,5
902950,140
904281,13
905412,5
904285,12
904284,26
904463,2
106200,107
106204,107
904464,3
106208,107
904469,86
904468,107
905648,110
904264,114;120;125;75
904266,120
210062,111
210061,111
904262,123;15;19;2
900399,47
905642,110;25
904269,16;36
210068,119
131144,86
117129,4;9
117122,4
117123,4;9
901552,26
117121,107;4;9
901555,12
901556,1
117125,107;4;9
105158,74;9
902941,8
159008,178
159007,178
159006,178
905246,19
905247,103;25
150048,78
159002,178
125138,42
902049,12
905027,13;53
905020,6
902738,132
900480,5
902735,140;141
902045,12
902044,12
210391,180;82
210393,16
149038,178
210394,66
904788,1
140178,49
149033,178
149032,178
149031,178
149030,78
106330,9
149035,178
149034,178
773864,53
101446,3
113064,71
210665,172;194
900398,19
210667,172
904868,53
904867,53
102532,155
904865,53
102530,186;74;99
900390,12
904861,19
900392,12
903606,120
903605,120
903602,26
903601,26
906136,39
900156,67
900152,71
904351,3
902137,37
134018,116
902135,50
126082,49
906128,124
121092,66
903958,19
903959,19
903956,50
210800,21
134013,116
210802,5
134014,115
906122,25
906123,25
905234,47
900157,67
124050,95
100092,67
905738,50
126086,49
102226,155;186;74
211627,186;74
106020,24
106022,24
106024,24
102228,155;186;74
105202,24
210715,3
210714,3
210717,3
210716,3
210711,3
210710,3
210713,3
210712,3
146186,162
906389,180
210936,37
102009,21
102007,21
102006,21
102005,21
102004,186;32;74
133124,115
128034,9
146188,162
906387,180
158100,93
129100,34
902557,30
902551,110
129104,34
129107,34
122078,162;83
122410,83
902558,30
106154,21
106156,21
106150,21
106152,21
905208,75
125003,55
106158,21
901670,37
137009,95
901561,6
102316,155
211539,89
901041,16
133050,115
153062,34
114092,95
148038,95
184029,189;89
184028,181
210147,189
212176,192;196
121010,83
184026,189;89
211240,82
906256,25;47;8
122255,71
906254,25
122226,81
900979,123
900978,170;66;73
158086,78;79
900975,170;73
212173,196
902138,37
122220,81
122096,162
902312,16
901579,58
122092,162
122090,162
902782,87
903112,87
117018,4
148064,95
147036,172
211882,75
211396,74
901955,26
144032,165
902039,30
144034,165
901562,26
212671,192
103062,109;3
103060,109;99
107018,24
107012,24
907473,102;1;26;2;99
212673,192
107016,24
107014,24
902167,37
212653,192;194
212650,192;194
130050,74;9
903174,103
903165,25
903177,140;141;85
212658,192;194
115150,155
212096,196
115152,155
115154,155
115156,155
175024,180;82
147004,79
903761,53
212478,192;193;194
905610,33
902080,75
212470,193
212477,192;193;194
212474,192;194
212475,192;193;194
900805,51
900804,51
900807,51
210891,4
900800,153;60
900803,153;60
900802,153;60
901820,30
165052,180
905614,56
119002,73
165055,82;84
107308,21
212075,55
123128,81
212073,55
129256,74
904652,36
903763,53
151014,4
149044,155
151016,4
900057,6
212506,191;192;193;194
212507,191
158060,93
210486,82
211989,74
212503,193
212501,191;193
904072,123
211601,25
212509,15;195
901734,121
901735,121
901736,121
903542,60
901731,121
159254,55
903546,50
114112,42
140008,49
779800,111
901738,121
901739,27
114114,42
121136,71
903387,116;119
903386,115
128042,9
145046,66
158062,93
212691,194
900195,68
103202,21
103200,21
904190,121
124058,95
904673,110
127044,32
212754,194
145076,162
145075,162
128052,9
120024,71
124052,95
120026,71
903406,71
124056,95
900703,51
900706,51
212677,194
900705,51
158084,194;78;79;93
900708,51
117006,4
901233,140
117002,107;74
901600,30
902965,185;85
109005,115
905154,51
901605,6
901606,6
100014,68
100084,67
100086,67
100082,67
906388,180
905654,126
905652,126
905650,126
100078,67
212896,34;9
212897,16
212890,19
212891,4
120246,165
210012,117
901546,8
901545,8
130140,114
210016,117
901542,8
904708,26
130144,114
904706,19
904259,34
210018,117
130148,114
905385,19
905384,19
901548,33
166148,84
158066,93
137078,95
900018,141
117131,107;4;9
901921,30
900014,141;143
900015,102;3;6
900012,143
900013,143
105016,74
150052,78
904380,107
904381,107
902699,5
904384,16
904385,123;19
905253,39
905251,25
101135,13
905257,39
903764,53
903767,153;60
903766,56
902708,141
905030,12
128062,9
905036,102
905035,99
113116,71
902701,5;87
902702,87
902703,87
902704,5;87
902706,185
902707,141
106308,24;34
176166,181;189;195
905411,5
903856,8
113012,68;81
210175,84
210386,56
904812,102
904813,102
904810,107
904817,15
904815,24
900128,12
903616,36
903611,125
902639,141
902868,87
903612,123;75
902634,85
902636,140;141
900121,12
903619,121
903618,121
902632,141
211938,170
906138,39
128020,34
121042,66
902145,27;30;39;5;6
906133,39
122062,162
902148,39
906130,124
106334,9
122066,162
903943,53
902384,110
106016,24
902387,110;27
902380,53
106012,24
905728,53
905725,19
106018,24
905722,132
102252,32;55
102253,32;55
212874,114
904925,110
212872,24
212871,24
102258,3;51
212878,141
904929,110
900237,153;60
900234,3
900235,13
900232,13;53
125122,42
113128,67
105218,21
105216,21
105214,21
113122,71
105212,21
900238,68
105210,21
210900,79
102078,13;3
902483,58
906307,5
210905,107;24
211192,26
102070,42
102074,42
212212,196
105382,24
103193,99
905282,75
106160,21
902091,30
902092,30
106164,21
182038,180
901476,16
106168,21
182032,180
903435,56
182030,180
126123,49
210346,117;86
901058,21
133049,115
176128,181
134020,115;116
211528,32
134022,116
211527,116
211526,117
211293,86
901054,165
210348,116
901056,13
105232,21
210165,25
102109,42
906245,126
906244,126
906246,124
904369,2
900940,116
905825,25
900942,116
905827,25
905820,39
906248,124
900946,16
900947,16
129008,34
122084,162
904881,36
902086,50
105124,9
129002,34
122088,162
129006,34
901371,51
133136,111
906394,180
906393,180
906392,180
210389,180;82
906102,5
133138,115
900490,110
159246,55
900494,110
211445,56
147008,79
126090,49
210342,111
900477,5
211120,89
176072,89
128094,32
212640,192
193018,189
212642,192
212645,192
212644,192
212647,192
212646,192
906407,120
211532,34
193010,189
903164,148
906403,4
193014,189
211124,74
212083,55
212080,193
115168,55
211127,181
121045,66
212084,55
115164,55
212088,55
113066,71
901837,36
901836,16;6
901835,16;6
901834,16
901831,6
901830,12
212463,800
144118,162;84
212465,193
212467,193
901838,120
900830,170
900831,170
900834,119
900835,116;119
900836,115;116;119
900837,115;116;119
900838,115;116;119
900839,119
902695,87
901604,6
115188,55
108166,107;111
108164,111
108161,107;111
197140,180
903772,50
151008,4
144020,183;66;83
140024,49
159020,178
212515,191;192;193;194
212517,191;192;193;194
212510,193;195
212512,800
902301,75
905265,104
212519,193
148022,79
902884,150
901727,36
903579,19
901725,123
902880,103
903574,58
903575,58
901729,36
903577,58
903571,60
903419,68
903573,58
211241,82;84
122202,81
904290,6
901999,58
905815,5
165002,84
122398,81
120018,71
127056,49
127053,4
904666,12
904669,12
145084,162
145082,162
127058,49
145080,162
900710,51
102248,32
900715,114
900714,3
900716,114
900719,8
903362,119
117034,74
902973,150
109014,115
902971,150
902970,150
902977,141
901618,120
140100,4
901616,26
901613,121
901612,120
901611,120
901610,120
904066,120
903289,165
165084,82;84
904060,53
903283,16
903281,16
212021,82;84
905620,53
212888,15
905627,5
905959,47
106222,107
905628,5
106220,107
212886,185
212884,141
210001,117
901533,58
901530,125
901531,125
210004,42
901534,6
904716,12
139016,55
904712,26
903755,53
105130,9
903750,73
900008,141
902349,50;58
900005,141
900004,27
900007,141
900006,141
211589,74
900003,27;6
900002,117
903596,53
903597,165
903595,165
903593,117
903590,125
903591,117
904399,6
166198,89
212011,79
903598,165
176012,180
148034,95
106314,34
106312,24
106310,24;34
902851,87
176112,189
905281,75
176110,195
117024,74
176116,181;189;195
905447,12
905538,126;33
905539,33
901284,1
901285,110
901287,110
901280,86
905530,33
113005,68;81
210138,79
901448,1
901449,1
130042,24
904800,109;12;27;36
901444,12
210136,79
901442,12
901443,12
901440,26
901441,12;1
900139,67
902628,85
903624,36
108112,86
900131,116
902622,85
105044,107
902347,50;58
105042,107
902626,85
105040,107
902624,85
128010,34
902150,39
902153,19
902400,2
902155,39
902154,39
128016,34
146330,194;78;79;93
128018,34
903971,53
903972,53
903973,53
212838,191
128076,32
106002,24
905758,110;25
902390,110
106006,24
106004,24
211195,89
190064,180
905751,12
190062,181
211191,30
190060,181
211193,4
212865,36
212864,34
212866,195
212860,15
210731,3
212862,119
211605,25
211355,178
212869,24
904938,15
211350,24
211603,25
146349,162
900221,67
113138,81
902711,185
167006,55
105260,107
113136,81
146344,162
210766,74
902719,180
211995,124
211997,165
137007,95
211991,153
210918,117
210917,143
904966,1
210914,172;194
904967,1
905625,50
906333,5
105222,21
906092,73
211209,82;84
902577,110
129122,9
129120,9
902573,110
906099,75
129124,9
901066,107;4;9
182029,180;82
902089,30
106178,107;24
182025,180;82
106176,21
902085,60
106174,21
106172,21
182022,180;82
211519,9
105466,107
902664,87
134036,115
105462,107
210352,103;25
211510,3
211511,3
210829,141;143
134038,115
211514,165
211515,165
211517,126
112174,67
900954,107
102110,155
900950,109;99
902660,87
210656,42
152006,32
131158,186
131086,111
133095,115
133097,115
906278,185
905832,8
902746,5
125208,155
129018,34
210562,110
148042,95
210563,37
133142,115
901662,47
211173,103
133144,115
211171,73
900481,5
902360,2
212189,15
126080,49
905629,5
212181,15
212187,15;195
212184,15
212185,15
774025,66
146094,84
137006,95
211968,73
197030,180
193008,189
115084,32
212679,194
197036,180
903142,85
212674,192
193002,189
193004,189
212672,192
193006,189
115178,55
212079,193;195
115172,55
115080,49
906108,132
212070,55
212071,55
212696,194
212694,194
901846,121
212693,194
901845,121
901848,58
212698,194
211047,89
115190,55
900827,170
903024,103
176066,89
903021,103
212655,192;194
212218,117
212846,56
136084,178;42
906069,103;25
103190,99
103196,109;3
212217,15;195
212215,196
212521,193
114136,42
212523,193
114130,42
212525,193
114132,42
212527,193
212528,191
158046,78;79
211096,4
902115,120
903569,73
903568,36
148092,95
903773,50
159274,55
131014,186
903566,8
901052,165
901991,16
901993,16
212095,196
121013,121
903360,117
902442,120
212454,800
212097,196
121011,121;221
212452,800
151109,4
902112,120
212459,800
151100,4
127060,49
117026,74
127062,49
904338,16
127064,32
117020,4
146416,84
117028,74
900728,1
140110,4
211302,186
901150,51
900726,110;16;3
903994,19
140118,49
109020,115
109022,115
901669,37
109024,115
902986,16
901663,121
901661,47
901667,37
901664,121
901665,26
904013,75
904011,75
126076,49
904015,121
903290,165
165092,82;84
903297,66
903296,153;165;56;60
905630,5
905633,39
905632,39
905634,39
131040,86
901090,3
904232,50
904239,50
210038,117
117116,4
117114,4
901529,125
901528,125
117118,4;9
210030,117
210032,82;84
210033,12
903743,73
105120,9
903741,121
903740,119
903746,73
903745,50;73
903744,73
900030,42
900032,42
901786,37
900034,42
900313,75
903585,125
903587,8
902592,75
903581,19
903580,123;75
905048,99
148088,95
101110,42
139034,155
129022,34
903589,125
903588,125
902594,75
106362,34
106366,34
900300,120
901391,109;99
900408,33
903909,125
105122,74;9
904342,51
904343,51
904340,51
176106,189;195
176108,189;195
905527,5
901290,73
905521,12
905292,33
905523,5
905522,126
130058,15;74
146026,93
113038,68
901458,1
136038,79
901455,1
901454,1
901457,1
130052,15;9
901451,1
130054,15;9
901453,1
901452,1
104056,21
104054,21
900806,51
211394,74
903638,121
903637,117
903636,117
903635,117
211647,99
903633,117
903632,117
903631,123;8
900033,42
114078,95
128008,34
128006,74
128005,74
901601,30
901590,33
132062,86
902078,33
191070,181
901821,33
905741,123
116084,32
902362,2
902363,2
191078,180
122282,81
212850,4
210743,143
210740,143
212853,117
210746,143
146352,162
210745,143
212858,121
211347,24
210749,143
100058,13
211342,24
113108,71
902763,132
166014,172
902761,132
902766,185
107262,86
902764,132
902765,185
902768,185
902769,185
113104,71
113106,71
102296,155;3
211981,150
211987,74
211986,148
211985,117
210962,120
210960,21
210966,39
900418,60
102298,16;3
100052,3
900914,3
900419,60
906087,124
906085,47
902502,30
902503,125
902501,30
128002,74
903420,68
902504,58
902505,58;60
211507,13;51
211506,26
901071,16
211504,26
901076,16
211501,53
106102,15
106100,15
106104,15
902918,140
901275,107
105471,107
105470,107
901271,16
138018,155
903961,19
105474,107;74
122208,81
138014,155
138016,155
901279,107
138010,155;42
903969,53
138012,155
159252,55
102124,3
900927,1
905443,50;56
147076,79
904624,50;58
125214,155
129060,74
125216,155
129066,74
152010,32
129064,74
902211,39
133085,115
133083,115
906262,25
902219,121
902187,16;36
902184,26
902183,26
902181,26
903658,8
905445,120
902188,16;36
902189,16;36
102054,49
102056,49
131050,86
102051,155;99
146228,162
133158,115
125230,42
211169,155;55
129250,74
211097,4
114900,67;68;71;81;95
902317,8
212193,15;195
212192,15
212195,55
212194,55
212197,55
212196,55
193030,189
103052,109;3
905995,39
212669,192
905991,5
904347,26
903101,85
903100,85
212661,192;194
212660,192;194
905998,103
905999,5
903107,87
212069,55
903150,87
905529,5
212066,143
212061,185
900120,12
212062,116
212684,194
901853,123
212686,194
901855,123
904429,102;2
901857,123;75
901856,123
901859,123;75
901858,123;75
904341,51
212689,194
900588,27;6
900589,27;6
905524,5
900852,26
900792,73
900582,39
900583,39
900585,27
900855,3
108140,107;24
903034,25
166098,172
903031,132
903032,126
108148,107
903039,150
903038,103
184094,189
212208,55
904613,53
137022,42
212201,55
212200,55
212203,55
905290,5
212205,55
122206,81
137024,42
901594,33
133074,111
166062,172
145316,162
212536,191
212534,191
901596,6
145310,162
158054,79
132026,115
901597,30;6
132020,115
137028,95
131005,111
130114,186
906298,85
132028,115
131002,111;86
900456,110
900457,110
900455,110
900452,110
900450,47
901985,30
130117,186
114074,95
901982,47
900458,110
900459,110
212335,195
212334,195
212331,75
212446,195
212445,195
212332,195
122204,81
212448,195
212339,195
151110,4
901456,1
904642,68
904641,26
211052,55;89
904647,26
901450,1
110028,116
113032,68
110020,116
210107,82
110026,116
110024,116
901678,1
902999,87
109038,115
901671,37
131130,111;86
902996,87
902990,36
121018,83
109030,115
904000,125
126074,49
125040,55
904008,8
902139,26
905609,126;33
905357,19
905355,126;33
905600,103
905353,33
905350,47
905351,47
130198,15
900026,4
210028,117
900023,12
901519,16;36
900021,110
158234,193
210022,117
904223,120
210020,117
904225,121
122248,71
904227,50
210024,117
900993,3
101100,42
121016,83
905875,39
191091,181
120072,165
122200,81
902692,87
905874,39
120076,165
903840,73
120074,165
159282,78
120078,165
148048,95
212038,84
108018,107
122374,83
105578,24
903231,56
905519,75
904357,125
904820,125;75
130060,15;74
904350,12
210111,82
904824,15
176134,181
902625,85
903749,73
902784,87
905514,126;19;33;47
905515,103;132
905516,120
905517,120
901468,16
901469,16
900110,9
103130,51
900119,12
901467,16
153060,34
906014,33
905198,124
905199,124
903643,153;60
905196,124
905197,124
905190,25
104048,21
905776,126
905777,126
905541,33
902173,6
210617,42
905778,126
905779,126
128074,32
902161,58
191064,180
158420,79
122176,81
905172,5
905173,39
902375,50;58
902374,50;58
902377,50;58
902376,50;58
116093,32
116092,49
211378,13;51
210750,143
121012,83
210752,143
105240,21
903445,68
210757,143
113110,71
210759,16
210758,143
904915,110
212844,15
176004,180
212842,800
212840,194
902770,185
902773,185
210596,155;55
902777,141
902776,141
902779,140
900788,73
900205,68
900204,68
900202,67
900201,68
900200,67
128104,32
905975,56
903829,120
210971,1
903827,120
903824,125
210972,1
102289,155;74
903823,125
211970,16
210976,1
211082,189
902518,110
211081,189
211086,124
211084,124
211085,124
902513,110
211089,39
902514,110
902517,110
902516,110
211573,1
211570,124
903001,47
127040,32
901089,13
901087,13
210109,82
158028,93
139004,155
903910,125
139006,155
903917,121
210379,37
138020,155
903918,121
903919,121;221
129960,74
105161,9
900930,1
904546,26
904770,36
900935,3
900934,3
900937,3
211201,68
900939,115;116
902713,87
125220,155
129070,74
211888,186
211889,15
152024,32
906212,124
906210,124
906211,124
211886,51
211887,186
122296,81
176038,180;181
902191,75
902190,16;36
902193,75
182006,180;82
102274,13;49
146258,162
123900,162;172;79;83
133164,111
211407,55
133166,111
211405,4;55
146256,162
122387,71
133162,111
211401,32
211346,24
212462,800
147070,172
147072,79
211340,172
906327,109
903137,148
903130,85
903132,85
193024,189
122368,71
900061,12
906329,121
122160,71
905984,123;36
905989,5
905988,5
212058,172
212059,193
900213,13
212050,185
212052,185
212054,185
144014,183;66;83
900597,33
131140,86
900595,33
900594,33
900593,33
901869,33
900591,27;6
900590,30
901864,60
901865,60
901866,60
901867,153
901860,123;75
128112,32
115220,49
169041,15
131143,86
210560,78;79;93
169046,15
210196,84
900841,119
900840,119
900845,37
902481,58
212234,193;195
184088,181
212236,191;192;193;194;800
212237,191
151058,4
212231,193;195
212232,148
212233,195
151054,4
903009,150;5;87
151056,4
184082,189
212238,191
905414,5
184086,189
129218,15;9
903509,50
210191,84
129206,9
131046,86
129212,34
129214,34
211983,74
212548,193
212549,193
770046,37
212543,191;193
212540,191;192;193
212541,191;193
212546,193
102294,155;3
210903,79
145302,162
903347,71
136042,79
136043,79
107232,114
132033,115
132032,115
131030,186
131032,186
903349,71
107238,114
900444,47
123016,172
900441,33
900443,47
902264,39
123018,172
121174,71
151124,4
151060,4
122306,81
117042,74;9
212389,191
904101,117
904104,117
904107,117
128024,34
114068,95
901640,125
901641,125
901642,125
110030,116
901648,58
901886,120
901887,120
901884,120
127038,32
901882,120
901883,120
901880,19
901881,30
109042,115
902508,50
901888,120
107288,86
211366,53
904742,123;19
904743,123
130185,186
904741,123;36
905349,47
904211,56
904744,19
905611,120
120116,165
128026,9
904219,153;60
130189,186
212385,191
900052,102;3
900053,6
900050,102;3;6
901508,27
108124,111
900055,6
903010,5
153008,114;34
900695,73
900697,73
900690,110
900692,16
131080,86
158088,93
900698,73
902985,85
902836,132
902837,132
902834,132
902835,132
902832,185
120064,165
902830,185
902831,185
901852,37
146318,93
182018,180
106346,34
211505,26
106342,34
905508,104;124;25;39
210163,103;25
210160,117
130070,15;9
904365,15
130074,15;74
904368,2
176122,195
210168,82;84
176120,181;189;195
902581,27
901479,33
176124,181;189;195
904692,86
904694,86
903659,125;8
182010,180
905188,25
901854,125
104076,21
212547,193
212497,193
101004,68
903655,125
905186,126
903657,125
905184,47
905764,110
128060,9
210015,117
903728,56
121086,66
902348,50;58
905164,126
176014,180
211509,165
905163,47
176010,180
902340,2
902341,2
902690,132
902696,5
902697,5
902694,85
176018,181
105252,107
105251,107
210019,117
211319,74
106292,34
212833,192
212830,193
210760,16
210761,16
904964,13
904314,2;99
212551,193
900278,125;30
903964,56
904317,36
153040,15
210566,124
139012,55
900270,126
210565,124
902740,132
902741,103
900274,30
902743,103
902524,27
902525,16;36
210784,117
902527,27
903839,73
128110,32
902523,27
903835,121
211964,189
211966,56
903831,121
211963,1
121156,66
211666,34
106126,15
106120,15
906068,25
106122,15
211667,170
904705,19
106128,15
121158,71
211560,121
211562,37
211569,124
211568,180;181
901091,13
132002,111
138038,42
903900,73
900302,124
211912,193
903907,125
900301,124
139038,155
903908,125
903968,53
158200,95
900308,126
900309,126
122284,81
137090,95
132006,111
122280,81
900905,153;60
900907,51
900900,3
900901,153;53;60
900902,53
158368,78
906209,124
906208,104
904703,36
131052,86
903232,56
211891,15
906200,104
211892,15
211894,15
211897,111;186;86
906206,104
176100,89
210101,82
906342,185
128050,9
122224,81
900925,8
150050,78
211149,150
128028,9
211414,34
211143,189
211140,125
140186,185
115038,155
115036,155
115034,155
101139,3
107086,86
122372,162;83
903121,132
905433,36
906330,87
903125,132
901488,6
123024,172
108014,107
116086,32
108010,107
107328,107
212045,103
150058,4
122170,81
905978,50
152014,32
197040,180
770876,56
905923,53
212048,140;141;143
900478,5
129198,9
152016,32
101130,3
900570,33
129192,9
132134,86
900312,75
901879,19
901878,19
132130,86
905927,5
132132,86
900873,3
901872,30
901871,30
901877,19
901875,19
107078,86
165010,84
123152,81
169056,15
210105,82
123158,81
129068,74
138092,42
108128,111
129220,15;9
212226,74
129222,15;9
108122,86
903015,103;132
108126,111
903012,150
903011,150
152018,32
147044,172
147046,172
147040,172
147042,172
212700,194
905886,33
905887,110
212643,192
131024,186
131022,186
131020,186
145330,162
212550,193
905528,5
212552,193
145334,183;66;83
131028,186
903333,107
107240,114
107246,114
903337,47
903334,121
903335,121
107248,114
151034,4
136050,79
107084,86
123022,172
151134,4
900474,12
900475,12
107082,86
151130,4
123028,162;83
900479,5
904951,6
151138,4
136901,178;183;42
103098,21
904401,2
103094,21
103092,21
